country,question,percentage_yes,code
Liberia,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",69,LBR
Liberia,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",78,LBR
Liberia,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",86,LBR
Liberia,"Q23 Before today, had you ever heard of a vaccine?",94,LBR
Liberia,"Q27 Do you, personally, have any children?",71,LBR
Liberia,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",95,LBR
Liberia,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,33,LBR
Libya,Q3 Do you think studying diseases is a part of science?,90,LBY
Libya,"Q5A Have you, personally, ever, learned about science at Primary School?",91,LBY
Libya,"Q5B Have you, personally, ever, learned about science at Secondary School?",61,LBY
Libya,"Q5C Have you, personally, ever, learned about science at College/University?",28.000000000000004,LBY
Libya,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",34,LBY
Libya,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",52,LBY
Libya,"Q8 Would you, personally, like to know more about science?",86,LBY
Libya,"Q9 Would you, personally, like to know more about medicine, disease, or health?",88,LBY
Libya,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",51,LBY
Libya,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",42,LBY
Libya,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",65,LBY
Libya,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",88,LBY
Libya,"Q23 Before today, had you ever heard of a vaccine?",87,LBY
Libya,"Q27 Do you, personally, have any children?",86,LBY
Libya,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",92,LBY
Libya,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,52,LBY
Lithuania,Q3 Do you think studying diseases is a part of science?,94,LTU
Lithuania,"Q5A Have you, personally, ever, learned about science at Primary School?",55.00000000000001,LTU
Lithuania,"Q5B Have you, personally, ever, learned about science at Secondary School?",72,LTU
Lithuania,"Q5C Have you, personally, ever, learned about science at College/University?",28.999999999999996,LTU
Lithuania,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",27,LTU
Lithuania,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",33,LTU
Lithuania,"Q8 Would you, personally, like to know more about science?",41,LTU
Lithuania,"Q9 Would you, personally, like to know more about medicine, disease, or health?",57.99999999999999,LTU
Lithuania,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",49,LTU
Lithuania,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",74,LTU
Lithuania,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",51,LTU
Lithuania,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",77,LTU
Lithuania,"Q23 Before today, had you ever heard of a vaccine?",77,LTU
Lithuania,"Q27 Do you, personally, have any children?",71,LTU
Lithuania,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",82,LTU
Lithuania,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,19,LTU
Luxembourg,Q3 Do you think studying diseases is a part of science?,88,LUX
Luxembourg,"Q5A Have you, personally, ever, learned about science at Primary School?",78,LUX
Luxembourg,"Q5B Have you, personally, ever, learned about science at Secondary School?",82,LUX
Luxembourg,"Q5C Have you, personally, ever, learned about science at College/University?",26,LUX
Luxembourg,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",50,LUX
Luxembourg,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",57.99999999999999,LUX
Luxembourg,"Q8 Would you, personally, like to know more about science?",64,LUX
Luxembourg,"Q9 Would you, personally, like to know more about medicine, disease, or health?",75,LUX
Luxembourg,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",64,LUX
Luxembourg,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",81,LUX
Luxembourg,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",74,LUX
Luxembourg,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",87,LUX
Luxembourg,"Q23 Before today, had you ever heard of a vaccine?",93,LUX
Luxembourg,"Q27 Do you, personally, have any children?",60,LUX
Luxembourg,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",94,LUX
Luxembourg,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,59,LUX
Macedonia,Q3 Do you think studying diseases is a part of science?,83,MKD
Macedonia,"Q5A Have you, personally, ever, learned about science at Primary School?",76,MKD
Macedonia,"Q5B Have you, personally, ever, learned about science at Secondary School?",59,MKD
Macedonia,"Q5C Have you, personally, ever, learned about science at College/University?",26,MKD
Macedonia,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",28.000000000000004,MKD
Macedonia,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",39,MKD
Macedonia,"Q8 Would you, personally, like to know more about science?",59,MKD
Macedonia,"Q9 Would you, personally, like to know more about medicine, disease, or health?",70,MKD
Macedonia,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",34,MKD
Macedonia,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",55.00000000000001,MKD
Macedonia,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",38,MKD
Macedonia,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",65,MKD
Macedonia,"Q23 Before today, had you ever heard of a vaccine?",93,MKD
Macedonia,"Q27 Do you, personally, have any children?",70,MKD
Macedonia,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",96,MKD
Macedonia,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,41,MKD
Madagascar,Q3 Do you think studying diseases is a part of science?,65,MDG
Madagascar,"Q5A Have you, personally, ever, learned about science at Primary School?",41,MDG
Madagascar,"Q5B Have you, personally, ever, learned about science at Secondary School?",33,MDG
Madagascar,"Q5C Have you, personally, ever, learned about science at College/University?",5,MDG
Madagascar,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",10,MDG
Madagascar,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",24,MDG
Madagascar,"Q8 Would you, personally, like to know more about science?",81,MDG
Madagascar,"Q9 Would you, personally, like to know more about medicine, disease, or health?",91,MDG
Madagascar,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",60,MDG
Madagascar,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",71,MDG
Madagascar,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",46,MDG
Madagascar,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",73,MDG
Madagascar,"Q23 Before today, had you ever heard of a vaccine?",83,MDG
Madagascar,"Q27 Do you, personally, have any children?",78,MDG
Madagascar,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",93,MDG
Madagascar,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,25,MDG
Malawi,Q3 Do you think studying diseases is a part of science?,67,MWI
Malawi,"Q5A Have you, personally, ever, learned about science at Primary School?",72,MWI
Malawi,"Q5B Have you, personally, ever, learned about science at Secondary School?",32,MWI
Malawi,"Q5C Have you, personally, ever, learned about science at College/University?",6,MWI
Malawi,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",20,MWI
Malawi,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",28.000000000000004,MWI
Malawi,"Q8 Would you, personally, like to know more about science?",81,MWI
Malawi,"Q9 Would you, personally, like to know more about medicine, disease, or health?",85,MWI
Malawi,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",65,MWI
Malawi,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",72,MWI
Malawi,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",69,MWI
Malawi,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",75,MWI
Malawi,"Q23 Before today, had you ever heard of a vaccine?",88,MWI
Malawi,"Q27 Do you, personally, have any children?",68,MWI
Malawi,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",98,MWI
Malawi,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,25,MWI
Malaysia,Q3 Do you think studying diseases is a part of science?,83,MYS
Malaysia,"Q5A Have you, personally, ever, learned about science at Primary School?",90,MYS
Malaysia,"Q5B Have you, personally, ever, learned about science at Secondary School?",83,MYS
Malaysia,"Q5C Have you, personally, ever, learned about science at College/University?",17,MYS
Malaysia,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",27,MYS
Malaysia,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",51,MYS
Malaysia,"Q8 Would you, personally, like to know more about science?",47,MYS
Malaysia,"Q9 Would you, personally, like to know more about medicine, disease, or health?",70,MYS
Malaysia,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",52,MYS
Malaysia,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",96,MYS
Malaysia,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",68,MYS
Malaysia,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",85,MYS
Malaysia,"Q23 Before today, had you ever heard of a vaccine?",62,MYS
Malaysia,"Q27 Do you, personally, have any children?",89,MYS
Malaysia,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",98,MYS
Malaysia,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,20,MYS
Mali,Q3 Do you think studying diseases is a part of science?,78,MLI
Mali,"Q5A Have you, personally, ever, learned about science at Primary School?",30,MLI
Mali,"Q5B Have you, personally, ever, learned about science at Secondary School?",36,MLI
Mali,"Q5C Have you, personally, ever, learned about science at College/University?",10,MLI
Mali,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",32,MLI
Mali,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",39,MLI
Mali,"Q8 Would you, personally, like to know more about science?",86,MLI
Mali,"Q9 Would you, personally, like to know more about medicine, disease, or health?",85,MLI
Mali,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",56.99999999999999,MLI
Mali,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",77,MLI
Mali,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",56.99999999999999,MLI
Mali,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",72,MLI
Mali,"Q23 Before today, had you ever heard of a vaccine?",79,MLI
Mali,"Q27 Do you, personally, have any children?",70,MLI
Mali,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",93,MLI
Mali,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,12,MLI
Malta,Q3 Do you think studying diseases is a part of science?,95,MLT
Malta,"Q5A Have you, personally, ever, learned about science at Primary School?",56.99999999999999,MLT
Malta,"Q5B Have you, personally, ever, learned about science at Secondary School?",72,MLT
Malta,"Q5C Have you, personally, ever, learned about science at College/University?",31,MLT
Malta,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",28.999999999999996,MLT
Malta,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",38,MLT
Malta,"Q8 Would you, personally, like to know more about science?",69,MLT
Malta,"Q9 Would you, personally, like to know more about medicine, disease, or health?",83,MLT
Malta,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",79,MLT
Malta,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",92,MLT
Malta,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",76,MLT
Malta,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",93,MLT
Malta,"Q23 Before today, had you ever heard of a vaccine?",93,MLT
Malta,"Q27 Do you, personally, have any children?",69,MLT
Malta,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",95,MLT
Malta,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,67,MLT
Mauritania,Q3 Do you think studying diseases is a part of science?,59,MRT
Mauritania,"Q5A Have you, personally, ever, learned about science at Primary School?",49,MRT
Mauritania,"Q5B Have you, personally, ever, learned about science at Secondary School?",42,MRT
Mauritania,"Q5C Have you, personally, ever, learned about science at College/University?",11,MRT
Mauritania,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",16,MRT
Mauritania,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",19,MRT
Mauritania,"Q8 Would you, personally, like to know more about science?",59,MRT
Mauritania,"Q9 Would you, personally, like to know more about medicine, disease, or health?",65,MRT
Mauritania,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",33,MRT
Mauritania,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",42,MRT
Mauritania,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",28.000000000000004,MRT
Mauritania,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",46,MRT
Mauritania,"Q23 Before today, had you ever heard of a vaccine?",81,MRT
Mauritania,"Q27 Do you, personally, have any children?",56.99999999999999,MRT
Mauritania,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",91,MRT
Mauritania,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,12,MRT
Mauritius,Q3 Do you think studying diseases is a part of science?,88,MUS
Mauritius,"Q5A Have you, personally, ever, learned about science at Primary School?",57.99999999999999,MUS
Mauritius,"Q5B Have you, personally, ever, learned about science at Secondary School?",60,MUS
Mauritius,"Q5C Have you, personally, ever, learned about science at College/University?",7.000000000000001,MUS
Mauritius,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",28.000000000000004,MUS
Mauritius,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",44,MUS
Mauritius,"Q8 Would you, personally, like to know more about science?",81,MUS
Mauritius,"Q9 Would you, personally, like to know more about medicine, disease, or health?",91,MUS
Mauritius,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",75,MUS
Mauritius,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",68,MUS
Mauritius,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",71,MUS
Mauritius,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",88,MUS
Mauritius,"Q23 Before today, had you ever heard of a vaccine?",97,MUS
Mauritius,"Q27 Do you, personally, have any children?",63,MUS
Mauritius,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",88,MUS
Mauritius,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,23,MUS
Mexico,Q3 Do you think studying diseases is a part of science?,82,MEX
Mexico,"Q5A Have you, personally, ever, learned about science at Primary School?",71,MEX
Mexico,"Q5B Have you, personally, ever, learned about science at Secondary School?",67,MEX
Mexico,"Q5C Have you, personally, ever, learned about science at College/University?",42,MEX
Mexico,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",30,MEX
Mexico,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",45,MEX
Mexico,"Q8 Would you, personally, like to know more about science?",72,MEX
Mexico,"Q9 Would you, personally, like to know more about medicine, disease, or health?",82,MEX
Mexico,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",33,MEX
Mexico,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",71,MEX
Mexico,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",67,MEX
Mexico,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",80,MEX
Mexico,"Q23 Before today, had you ever heard of a vaccine?",92,MEX
Mexico,"Q27 Do you, personally, have any children?",61,MEX
Mexico,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",97,MEX
Mexico,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,41,MEX
Moldova,Q3 Do you think studying diseases is a part of science?,86,MDA
Moldova,"Q5A Have you, personally, ever, learned about science at Primary School?",74,MDA
Moldova,"Q5B Have you, personally, ever, learned about science at Secondary School?",70,MDA
Moldova,"Q5C Have you, personally, ever, learned about science at College/University?",49,MDA
Moldova,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",27,MDA
Moldova,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",43,MDA
Moldova,"Q8 Would you, personally, like to know more about science?",71,MDA
Moldova,"Q9 Would you, personally, like to know more about medicine, disease, or health?",79,MDA
Moldova,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",45,MDA
Moldova,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",68,MDA
Moldova,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",42,MDA
Moldova,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",65,MDA
Moldova,"Q23 Before today, had you ever heard of a vaccine?",95,MDA
Moldova,"Q27 Do you, personally, have any children?",74,MDA
Moldova,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",88,MDA
Moldova,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,40,MDA
Mongolia,Q3 Do you think studying diseases is a part of science?,92,MNG
Mongolia,"Q5A Have you, personally, ever, learned about science at Primary School?",65,MNG
Mongolia,"Q5B Have you, personally, ever, learned about science at Secondary School?",80,MNG
Mongolia,"Q5C Have you, personally, ever, learned about science at College/University?",48,MNG
Mongolia,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",30,MNG
Mongolia,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",49,MNG
Mongolia,"Q8 Would you, personally, like to know more about science?",79,MNG
Mongolia,"Q9 Would you, personally, like to know more about medicine, disease, or health?",84,MNG
Mongolia,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",43,MNG
Mongolia,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",60,MNG
Mongolia,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",36,MNG
Mongolia,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",74,MNG
Mongolia,"Q23 Before today, had you ever heard of a vaccine?",94,MNG
Mongolia,"Q27 Do you, personally, have any children?",75,MNG
Mongolia,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",98,MNG
Mongolia,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,32,MNG
Montenegro,Q3 Do you think studying diseases is a part of science?,89,MNE
Montenegro,"Q5A Have you, personally, ever, learned about science at Primary School?",85,MNE
Montenegro,"Q5B Have you, personally, ever, learned about science at Secondary School?",76,MNE
Montenegro,"Q5C Have you, personally, ever, learned about science at College/University?",28.999999999999996,MNE
Montenegro,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",31,MNE
Montenegro,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",45,MNE
Montenegro,"Q8 Would you, personally, like to know more about science?",64,MNE
Montenegro,"Q9 Would you, personally, like to know more about medicine, disease, or health?",77,MNE
Montenegro,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",37,MNE
Montenegro,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",57.99999999999999,MNE
Montenegro,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",32,MNE
Montenegro,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",61,MNE
Montenegro,"Q23 Before today, had you ever heard of a vaccine?",94,MNE
Montenegro,"Q27 Do you, personally, have any children?",61,MNE
Montenegro,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",94,MNE
Montenegro,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,32,MNE
Morocco,Q3 Do you think studying diseases is a part of science?,64,MAR
Morocco,"Q5A Have you, personally, ever, learned about science at Primary School?",48,MAR
Morocco,"Q5B Have you, personally, ever, learned about science at Secondary School?",40,MAR
Morocco,"Q5C Have you, personally, ever, learned about science at College/University?",10,MAR
Morocco,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",26,MAR
Morocco,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",44,MAR
Morocco,"Q8 Would you, personally, like to know more about science?",79,MAR
Morocco,"Q9 Would you, personally, like to know more about medicine, disease, or health?",86,MAR
Morocco,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",45,MAR
Morocco,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",30,MAR
Morocco,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",44,MAR
Morocco,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",67,MAR
Morocco,"Q23 Before today, had you ever heard of a vaccine?",98,MAR
Morocco,"Q27 Do you, personally, have any children?",93,MAR
Morocco,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",99,MAR
Morocco,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,28.000000000000004,MAR
Mozambique,Q3 Do you think studying diseases is a part of science?,78,MOZ
Mozambique,"Q5A Have you, personally, ever, learned about science at Primary School?",72,MOZ
Mozambique,"Q5B Have you, personally, ever, learned about science at Secondary School?",45,MOZ
Mozambique,"Q5C Have you, personally, ever, learned about science at College/University?",10,MOZ
Mozambique,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",32,MOZ
Mozambique,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",39,MOZ
Mozambique,"Q8 Would you, personally, like to know more about science?",89,MOZ
Mozambique,"Q9 Would you, personally, like to know more about medicine, disease, or health?",90,MOZ
Mozambique,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",52,MOZ
Mozambique,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",72,MOZ
Mozambique,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",67,MOZ
Mozambique,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",80,MOZ
Mozambique,"Q23 Before today, had you ever heard of a vaccine?",91,MOZ
Mozambique,"Q27 Do you, personally, have any children?",74,MOZ
Mozambique,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",94,MOZ
Mozambique,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,32,MOZ
Myanmar,Q3 Do you think studying diseases is a part of science?,70,MMR
Myanmar,"Q5A Have you, personally, ever, learned about science at Primary School?",67,MMR
Myanmar,"Q5B Have you, personally, ever, learned about science at Secondary School?",56.00000000000001,MMR
Myanmar,"Q5C Have you, personally, ever, learned about science at College/University?",10,MMR
Myanmar,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",7.000000000000001,MMR
Myanmar,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",22,MMR
Myanmar,"Q8 Would you, personally, like to know more about science?",66,MMR
Myanmar,"Q9 Would you, personally, like to know more about medicine, disease, or health?",86,MMR
Myanmar,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",43,MMR
Myanmar,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",88,MMR
Myanmar,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",71,MMR
Myanmar,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",87,MMR
Myanmar,"Q23 Before today, had you ever heard of a vaccine?",98,MMR
Myanmar,"Q27 Do you, personally, have any children?",86,MMR
Myanmar,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",92,MMR
Myanmar,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,15,MMR
Namibia,Q3 Do you think studying diseases is a part of science?,85,NAM
Namibia,"Q5A Have you, personally, ever, learned about science at Primary School?",80,NAM
Namibia,"Q5B Have you, personally, ever, learned about science at Secondary School?",74,NAM
Namibia,"Q5C Have you, personally, ever, learned about science at College/University?",20,NAM
Namibia,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",28.999999999999996,NAM
Namibia,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",39,NAM
Namibia,"Q8 Would you, personally, like to know more about science?",71,NAM
Namibia,"Q9 Would you, personally, like to know more about medicine, disease, or health?",84,NAM
Namibia,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",42,NAM
Namibia,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",76,NAM
Namibia,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",47,NAM
Namibia,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",79,NAM
Namibia,"Q23 Before today, had you ever heard of a vaccine?",63,NAM
Namibia,"Q27 Do you, personally, have any children?",54,NAM
Namibia,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",95,NAM
Namibia,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,33,NAM
Nepal,Q3 Do you think studying diseases is a part of science?,78,NPL
Nepal,"Q5A Have you, personally, ever, learned about science at Primary School?",51,NPL
Nepal,"Q5B Have you, personally, ever, learned about science at Secondary School?",55.00000000000001,NPL
Nepal,"Q5C Have you, personally, ever, learned about science at College/University?",10,NPL
Nepal,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",21,NPL
Nepal,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",37,NPL
Nepal,"Q8 Would you, personally, like to know more about science?",74,NPL
Nepal,"Q9 Would you, personally, like to know more about medicine, disease, or health?",81,NPL
Nepal,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",61,NPL
Nepal,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",81,NPL
Nepal,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",67,NPL
Nepal,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",80,NPL
Nepal,"Q23 Before today, had you ever heard of a vaccine?",83,NPL
